instance-0,67091.00
instance-1,71610.00
instance-10,71174.00
instance-11,74892.00
instance-12,70066.00
instance-13,72031.00
instance-14,70651.00
instance-15,70140.00
instance-16,69477.00
instance-17,67006.00
instance-18,64449.00
instance-19,71162.00
instance-2,71710.00
instance-20,70309.00
instance-21,70323.00
instance-22,70647.00
instance-23,67695.00
instance-24,69965.00
instance-25,69762.00
instance-26,68375.00
instance-27,69659.00
instance-28,69712.00
instance-29,70528.00
instance-3,72661.00
instance-30,72139.00
instance-31,69242.00
instance-32,70541.00
instance-33,69968.00
instance-34,74869.00
instance-35,69390.00
instance-36,71323.00
instance-37,70317.00
instance-38,68467.00
instance-39,73504.00
instance-4,69240.00
instance-40,70922.00
instance-41,67566.00
instance-42,72377.00
instance-43,69991.00
instance-44,68897.00
instance-45,71547.00
instance-46,70452.00
instance-47,69817.00
instance-48,68585.00
instance-49,73304.00
instance-5,71420.00
instance-6,73020.00
instance-7,67538.00
instance-8,71642.00
instance-9,71851.00
