instance-0,75006.00
instance-1,71457.00
instance-10,70995.00
instance-11,75968.00
instance-12,73810.00
instance-13,76004.00
instance-14,71434.00
instance-15,72664.00
instance-16,73773.00
instance-17,73092.00
instance-18,75595.00
instance-19,75657.00
instance-2,76822.00
instance-20,72376.00
instance-21,77105.00
instance-22,72000.00
instance-23,72259.00
instance-24,69162.00
instance-25,75274.00
instance-26,73695.00
instance-27,69795.00
instance-28,77182.00
instance-29,73475.00
instance-3,73318.00
instance-30,78020.00
instance-31,76386.00
instance-32,72845.00
instance-33,75358.00
instance-34,76996.00
instance-35,70260.00
instance-36,73586.00
instance-37,72221.00
instance-38,70174.00
instance-39,70406.00
instance-4,70924.00
instance-40,75604.00
instance-41,76536.00
instance-42,72457.00
instance-43,74977.00
instance-44,73396.00
instance-45,74143.00
instance-46,75020.00
instance-47,73479.00
instance-48,77064.00
instance-49,75466.00
instance-5,69891.00
instance-6,72431.00
instance-7,69863.00
instance-8,73284.00
instance-9,75266.00
