instance-0,57687.00
instance-1,58411.00
instance-10,59366.00
instance-11,63154.00
instance-12,57490.00
instance-13,65614.00
instance-14,63762.00
instance-15,61571.00
instance-16,61099.00
instance-17,60359.00
instance-18,63676.00
instance-19,58099.00
instance-2,62162.00
instance-20,61250.00
instance-21,58715.00
instance-22,60913.00
instance-23,61427.00
instance-24,59824.00
instance-25,58780.00
instance-26,62033.00
instance-27,60117.00
instance-28,61588.00
instance-29,57345.00
instance-3,58328.00
instance-30,62251.00
instance-31,59911.00
instance-32,65317.00
instance-33,60252.00
instance-34,60804.00
instance-35,64255.00
instance-36,62074.00
instance-37,60456.00
instance-38,64256.00
instance-39,66165.00
instance-4,61735.00
instance-40,60294.00
instance-41,63067.00
instance-42,59116.00
instance-43,59774.00
instance-44,62600.00
instance-45,60799.00
instance-46,55985.00
instance-47,65027.00
instance-48,59034.00
instance-49,66560.00
instance-5,62021.00
instance-6,61263.00
instance-7,59749.00
instance-8,61832.00
instance-9,61930.00
