instance-0,54050.00
instance-1,44353.00
instance-10,50171.00
instance-11,45644.00
instance-12,49521.00
instance-13,45770.00
instance-14,51882.00
instance-15,52067.00
instance-16,47784.00
instance-17,51528.00
instance-18,48063.00
instance-19,54863.00
instance-2,47654.00
instance-20,51102.00
instance-21,50417.00
instance-22,51305.00
instance-23,48566.00
instance-24,50594.00
instance-25,51236.00
instance-26,56958.00
instance-27,55222.00
instance-28,51618.00
instance-29,52062.00
instance-3,53148.00
instance-30,51181.00
instance-31,53397.00
instance-32,50732.00
instance-33,51492.00
instance-34,48719.00
instance-35,53350.00
instance-36,54855.00
instance-37,54318.00
instance-38,44254.00
instance-39,53182.00
instance-4,51399.00
instance-40,54163.00
instance-41,52556.00
instance-42,49955.00
instance-43,51234.00
instance-44,46652.00
instance-45,56575.00
instance-46,48753.00
instance-47,51924.00
instance-48,52904.00
instance-49,46901.00
instance-5,54052.00
instance-6,55541.00
instance-7,50627.00
instance-8,54393.00
instance-9,50200.00
