instance-0,56179.00
instance-1,61213.00
instance-10,58655.00
instance-11,60276.00
instance-12,53465.00
instance-13,54490.00
instance-14,60760.00
instance-15,59050.00
instance-16,55806.00
instance-17,55109.00
instance-18,59565.00
instance-19,57571.00
instance-2,58343.00
instance-20,59230.00
instance-21,59422.00
instance-22,57711.00
instance-23,55441.00
instance-24,57478.00
instance-25,57312.00
instance-26,54062.00
instance-27,52458.00
instance-28,57220.00
instance-29,57653.00
instance-3,55641.00
instance-30,57352.00
instance-31,54763.00
instance-32,55402.00
instance-33,52625.00
instance-34,54600.00
instance-35,55907.00
instance-36,57785.00
instance-37,62171.00
instance-38,56891.00
instance-39,54125.00
instance-4,55832.00
instance-40,58044.00
instance-41,51448.00
instance-42,59494.00
instance-43,58355.00
instance-44,54321.00
instance-45,58049.00
instance-46,57202.00
instance-47,54413.00
instance-48,56356.00
instance-49,56154.00
instance-5,55690.00
instance-6,54772.00
instance-7,56830.00
instance-8,55068.00
instance-9,55589.00
