instances/instance-100.tsp, 82644.00
instances/instance-101.tsp, 77630.00
instances/instance-102.tsp, 82826.00
instances/instance-103.tsp, 79482.00
instances/instance-104.tsp, 77589.00
instances/instance-105.tsp, 82378.00
instances/instance-106.tsp, 80874.00
instances/instance-107.tsp, 83062.00
instances/instance-108.tsp, 81275.00
instances/instance-109.tsp, 77103.00
instances/instance-110.tsp, 78100.00
instances/instance-111.tsp, 85073.00
instances/instance-112.tsp, 78084.00
instances/instance-113.tsp, 79095.00
instances/instance-114.tsp, 81481.00
instances/instance-115.tsp, 82915.00
instances/instance-116.tsp, 81665.00
instances/instance-117.tsp, 84140.00
instances/instance-118.tsp, 81615.00
instances/instance-119.tsp, 87279.00
instances/instance-120.tsp, 85210.00
instances/instance-20.tsp, 31474.00
instances/instance-21.tsp, 40731.00
instances/instance-22.tsp, 42216.00
instances/instance-23.tsp, 39812.00
instances/instance-24.tsp, 45366.00
instances/instance-25.tsp, 44009.00
instances/instance-26.tsp, 45059.00
instances/instance-27.tsp, 45724.00
instances/instance-28.tsp, 42815.00
instances/instance-29.tsp, 46529.00
instances/instance-30.tsp, 45648.00
instances/instance-31.tsp, 46714.00
instances/instance-32.tsp, 43452.00
instances/instance-33.tsp, 50579.00
instances/instance-34.tsp, 48123.00
instances/instance-35.tsp, 54074.00
instances/instance-36.tsp, 55523.00
instances/instance-37.tsp, 46106.00
instances/instance-38.tsp, 51822.00
instances/instance-39.tsp, 52070.00
instances/instance-40.tsp, 50553.00
instances/instance-41.tsp, 44613.00
instances/instance-42.tsp, 48569.00
instances/instance-43.tsp, 46058.00
instances/instance-44.tsp, 57573.00
instances/instance-45.tsp, 52601.00
instances/instance-46.tsp, 59639.00
instances/instance-47.tsp, 57654.00
instances/instance-48.tsp, 57557.00
instances/instance-49.tsp, 51574.00
instances/instance-50.tsp, 53265.00
instances/instance-51.tsp, 54286.00
instances/instance-52.tsp, 60046.00
instances/instance-53.tsp, 59448.00
instances/instance-54.tsp, 56740.00
instances/instance-55.tsp, 62794.00
instances/instance-56.tsp, 60834.00
instances/instance-57.tsp, 58484.00
instances/instance-58.tsp, 56575.00
instances/instance-59.tsp, 61542.00
instances/instance-60.tsp, 60414.00
instances/instance-61.tsp, 57086.00
instances/instance-62.tsp, 64909.00
instances/instance-63.tsp, 59781.00
instances/instance-64.tsp, 68282.00
instances/instance-65.tsp, 64900.00
instances/instance-66.tsp, 66015.00
instances/instance-67.tsp, 63305.00
instances/instance-68.tsp, 58986.00
instances/instance-69.tsp, 63028.00
instances/instance-70.tsp, 63282.00
instances/instance-71.tsp, 67351.00
instances/instance-72.tsp, 64860.00
instances/instance-73.tsp, 70596.00
instances/instance-74.tsp, 70047.00
instances/instance-75.tsp, 67576.00
instances/instance-76.tsp, 66545.00
instances/instance-77.tsp, 66689.00
instances/instance-78.tsp, 67715.00
instances/instance-79.tsp, 67344.00
instances/instance-80.tsp, 65243.00
instances/instance-81.tsp, 71020.00
instances/instance-82.tsp, 69374.00
instances/instance-83.tsp, 72608.00
instances/instance-84.tsp, 74239.00
instances/instance-85.tsp, 72188.00
instances/instance-86.tsp, 74197.00
instances/instance-87.tsp, 72413.00
instances/instance-88.tsp, 74115.00
instances/instance-89.tsp, 76130.00
instances/instance-90.tsp, 72912.00
instances/instance-91.tsp, 76857.00
instances/instance-92.tsp, 76260.00
instances/instance-93.tsp, 72418.00
instances/instance-94.tsp, 71260.00
instances/instance-95.tsp, 74141.00
instances/instance-96.tsp, 72332.00
instances/instance-97.tsp, 77757.00
instances/instance-98.tsp, 78410.00
instances/instance-99.tsp, 79025.00
