instance-0,3166369.00
instance-1,3173933.00
instance-10,3168609.00
instance-11,3176895.00
instance-12,3186525.00
instance-13,3189238.00
instance-14,3183054.00
instance-15,3199507.00
instance-16,3196753.00
instance-17,3208795.00
instance-18,3169237.00
instance-19,3184252.00
instance-2,3167970.00
instance-20,3193676.00
instance-21,3187969.00
instance-22,3160042.00
instance-23,3212859.00
instance-24,3204661.00
instance-25,3183772.00
instance-26,3183970.00
instance-27,3207050.00
instance-28,3208792.00
instance-29,3203883.00
instance-3,3220715.00
instance-30,3164331.00
instance-31,3204726.00
instance-32,3187999.00
instance-33,3202529.00
instance-34,3180682.00
instance-35,3167830.00
instance-36,3171015.00
instance-37,3170791.00
instance-38,3191477.00
instance-39,3198252.00
instance-4,3197056.00
instance-40,3209657.00
instance-41,3181536.00
instance-42,3176212.00
instance-43,3151077.00
instance-44,3188931.00
instance-45,3173769.00
instance-46,3204644.00
instance-47,3169592.00
instance-48,3201587.00
instance-49,3210575.00
instance-5,3210680.00
instance-6,3179194.00
instance-7,3190652.00
instance-8,3160217.00
instance-9,3203097.00
