50

 0  8  3  7 14 19  7 12  6  8 11 15 17  1 17  7  9 10  9 12 12 20  7 13 16  3  7 12 10 12 12 10  6 11 14  5 13  6 10  4 16  8 15 13 11  4  9 12 15  7
  8  0  8  3 10 10  9 15 14  6  3 11 17  6  4 12 13  4  7 18 17 12 14 14  2  2 16  2 17 14  9 14 10  9 17 14  7 11 10 15  8  7 10 17 11  9  8  9 11 17
  3  8  0 10 12 13  9 10 13  6 15  5 14 20 18  8 14  8  9  2 17 12  9 12  1 14  6 10 10 14  9  5  8 10 10 15 12  8  7 10 10 12 17  7 14 11  5 10  7 12
  7  3 10  0  6 11  8 14 10 10  0 10 11 18  7  9  4 11 12 13  0 17 11  9 11 15  9 12  8 14  2 13 16  9  7  8 18 12 12  8 10  0  1 16  7  9 16 16 12 10
 14 10 12  6  0  3 17  6 13 10  5  0 10 14 14 10  5  6 15 18  9 14 10 11 19  0 10  4  4  8 15  0  8  2  4 13  7 14  9 13 14 10 10 17  8  5  9  4  7  6
 19 10 13 11  3  0 16  8 11 11  6  9  5  2 12 10  3  7  6 11  9 17 10  8  4  6 15  6 17 12 20  0 11 19 14  9 14  8  1 13  8 10 10 10 12 17 13 10  2 11
  7  9  9  8 17 16  0 10 10 12  6 12 13 15  7 10  8 19 20  6 13 13 15 12 17  7  6 10 13 11  9  3  6 14 11 17 14  8  5  8  6  5  0 13  6 12 10  8 17 13
 12 15 10 14  6  8 10  0  5 13 12  4 17 11 11  0  8  2 14  8  4 17  2  9 11 10  8 11 13 16 19 14 11  9 10 14 11  8  9 20 12  7 13  6 17  9  9  3 15  4
  6 14 13 10 13 11 10  5  0 16 10 16  1  3 11  6 13  6  8  6 15 16  8  5  6 15 10 20 17 13  8  2 12 19 12  6  3  4 13 14 11 11 12 12  4 12  9  7  6 10
  8  6  6 10 10 11 12 13 16  0  8  6 14  3 17 19  5  7 13 12 11 16  8  8 13  8 17 14  9 10 10 12  9  7  7  6  9 15  8  2 15 16 14 15 11 12  7 16  7 13
 11  3 15  0  5  6  6 12 10  8  0  3 10  8 13 15 12 12 13  9  3 10 14 10  9  7  9 10 18 15 18  5 12 10  3 10 11  7 11 16 11 14  9 16 14  8 14  4  7 15
 15 11  5 10  0  9 12  4 16  6  3  0 12  9 15 12 10  8  2 10 14 17  9  5 11  9 16  6 12  9 16 15  6  5 17  2 17  3  9  5 10  5  8 10  5 13  7 16  8 12
 17 17 14 11 10  5 13 17  1 14 10 12  0  7  9 10  5 20  4 10 11  5  1  1  4 16 16  4  8 10  8 11 11  7 20  9  8  5  6 16 12 12  4 18 10 14  6  2  8 14
  1  6 20 18 14  2 15 11  3  3  8  9  7  0  6 14 15 13  9  2 13  8  1 18 14 12 15  6  9 16 13  7 11  6 17 13 17  6 11 16 14  8  7  7 12 11  5  8 10 13
 17  4 18  7 14 12  7 11 11 17 13 15  9  6  0 14 15 12 16  7 13 11  3 14 13 12 17 12 13  6 18  2  7 14 11  4  6  8 10 20  3 11 10 12 11  5  8 11  8  8
