50

 0 12  4  7  9  6 12 16  4  7  8 18  4 15  3 13  2  9  8  1  6 10 10  4  9 17 14  8 14  8 14  3  9 13 13  7 11 12 18 15 14 11 11 13 11 11  4 16  8  4
 12  0 18  5  0  7  1 15 14  2  9  7 16 16 16 14 19 10  5 10 11  6 12  7  5 16  9 17 15 19 17  7 17 17 13 13 16  4 12 15 15 10  9 17  2  6  7 12 17  5
  4 18  0  4 14  8  7  8 11 10 14 10  0 10  2  9 12 18  1 16  7 18 16  4  7 11 15  4 11  9  5  8 14  5  3 15  4  9  2  7  9  5 19  4 10 11  8 11 16 11
  7  5  4  0  4  4 14 10  3 17  7 11 14  5  5  8 10  0  9 14  8 13 10 10 12 12 12  9  8  7 16 11  8  9 14 10 11 13 16 11  9  2  7 12 13 12 12 15 19 13
  9  0 14  4  0  8  8 14 13  9  3  2 18 15 17  9 16  3 17 13  7  5  6 18 10  7 12 10 10  7  3  5 18  9  4  7 12  8 11  6  5 11  7 12 13  9 12 13  2 16
  6  7  8  4  8  0 11 10  8 18 10 13  6  2  8  7 19 14 10 18 13 15 14  8  9  4 10 14 18 12 10  9  6  5 16  7 10  1  2  8 11 12  6  5 15  9 16  9  3 14
 12  1  7 14  8 11  0 15  2 10  7  8 13 16 15  2  8 12  7  4 19  7 11 19 12  8 10 12  2  0 11 16 10 16 19  2 11  5 15 17 10 10 14  7 11 16 14 12  4 14
 16 15  8 10 14 10 15  0  6  9 18 14 11 12  8  0  6  6 14 11 12 11  6 15 15 19  7  9  5 12 10 16 12 12 13  6 10  2  8  4 13 12 11 11  3 14 12  6  6 18
  4 14 11  3 13  8  2  6  0 17  5  9  9 18 13  7  4 15  6 12 16 14 12  9  2  9 12 12 16  8 15 18  6  2 11 12 15 11 12 10  6  7  2 12  9 16  8 10 16  4
  7  2 10 17  9 18 10  9 17  0 15  8 10 10  7 19  6 10  1  5 10  8 17 14  8 10 16 12  7 16 13  5  5  6 13 13  7  7 18  5  6  4  9 15 10  5 14 11  1 14
  8  9 14  7  3 10  7 18  5 15  0 11  4 16 16 14 18 15 13 14  6 14  6 11  9 10  8  6  9 15  6  5 10 11 10 17 10  5  5  3  4 16 16 16  6 10 12 15 17 12
 18  7 10 11  2 13  8 14  9  8 11  0 12 17 15  7  8 17 11 14 11 11 14  5  1  8 11  4  9  1  5 14 11 18  7 11  7  4 15 16 12 17  8 10 14  8  9  7  6 17
  4 16  0 14 18  6 13 11  9 10  4 12  0 12  8  6  2  6 10  8 20  9 17 17 12  8  8 14 12 14 13 15 15  6  5 11 17 12 20  8  7 15  9 10  3 15  4  9 10  5
 15 16 10  5 15  2 16 12 18 10 16 17 12  0  8 11  5  5  7 12  6 12  9 10  9 12 11 12  7 15  7  6  8  7 13  9 16  8  3 12 17  6  3 15  3 16 15 11 13 12
  3 16  2  5 17  8 15  8 13  7 16 15  8  8  0 13  5  5 10 11  7 16  4  5 11  9 10  9 12 10  9 11  8  9  4  6 10 14 11 14  7 10 16 10 10  5  8  7  8  9
 13 14  9  8  9  7  2  0  7 19 14  7  6 11 13  0 16  4  1  4 11  9  7  9  8  4 12  9  1 12  4 10  9 13  8 15  4 10  5  7 19 10 14 10  5  8  7  6 10  9
  2 19 12 10 16 19  8  6  4  6 18  8  2  5  5 16  0 10 16  4 18 12 17  7  7  9 16  8  9  4  6 11 11 14  2  3  6 10  3  9 14 16 14 12  6  7 15 14 13 12
  9 10 18  0  3 14 12  6 15 10 15 17  6  5  5  4 10  0 14 13 17  6 12 10 20  2 13 14  4 17 13  8 12 15  7 12  3 11  9 12  8 18 13 15  6  9  8  4  6  5
  8  5  1  9 17 10  7 14  6  1 13 11 10  7 10  1 16 14  0 14 10 13 15 14  5 10  6  1 12  8 11 17 10 11 13 16 13  6 13 13 10  5 16  6 14 10 12 17  6 13
  1 10 16 14 13 18  4 11 12  5 14 14  8 12 11  4  4 13 14  0 13 15  2  1  9 16 17 11 19  7 15  2  4  6  9  7  8 13  9  5 14 11 10  8 11 16  9 16 12 13
  6 11  7  8  7 13 19 12 16 10  6 11 20  6  7 11 18 17 10 13  0  8 10 16 10 10  9  9 17 19  2  2 13 12  8  6  3  9 13 10 13 10 11 16  4  6 17  1 13  7
 10  6 18 13  5 15  7 11 14  8 14 11  9 12 16  9 12  6 13 15  8  0  6 12  5  6  4  9  5  9 10 15  7  2 12 11 13  7  5 12  3  7  4  3 10  3 18  7  3 12
 10 12 16 10  6 14 11  6 12 17  6 14 17  9  4  7 17 12 15  2 10  6  0  5 12 14 11 15  1 16 16  4  8  7  9 11 20  1 19 15 12  6  3  9 13 14 12 10  2 11
  4  7  4 10 18  8 19 15  9 14 11  5 17 10  5  9  7 10 14  1 16 12  5  0 15  9 13  0 19 10  9  3  9 14  9  4 13 12 11 13  5 15  9  8 17 12  8 13  6  4
  9  5  7 12 10  9 12 15  2  8  9  1 12  9 11  8  7 20  5  9 10  5 12 15  0 15 12 14 15 13 15 16 15  5  8 10 12 10 12 15 15  8  2  5  8  7  7 12 11  6
 17 16 11 12  7  4  8 19  9 10 10  8  8 12  9  4  9  2 10 16 10  6 14  9 15  0 11 17  8  7 13  9  9  8  0  7 14 12  5  9 11  8  3  5 11 16 13  7  8  9
