50

 0 20  9  9  3  6  8  4  7  9  7  1  0  9  4 13  4 10 19  8  2 13  9  8  9  7 13  7 11  6 10  8  4  6  8 10  1  8 16 14  4  9  4  9 12  7 14 17  6 10
 20  0  8 14  9  5  8 11 16 11 14  5 16  9  8  0  4  7  0 10 18  5 10  4 11  6 16 14  5 12  9  7 15  5  3  8 12 19  4  1  5  9 11  3  8 10  8 12 10  2
  9  8  0 14  7 11  5  3 10  0  6 19 13 16 11 11  7 13  8  8 10  7  4  0  3 18 15 17 10  9 17 12 11 12  8  2 12  8 10  0 11 19 18 14 10 11  8  9 18  6
  9 14 14  0 16  9  8  7 12 12 16  2 13 14  9 11  5 17  7  6 10  5  5 14 16 11  7 13 12  9  8  7 15  7  9  9 19  3  6 10  9 16 17  2 10  7  8  2  5  8
  3  9  7 16  0  9 17 13 10  9 19 13  8  5 13  2 17 15  9 18 10  3 16 11  7 11 14  5 11  9 12  9  8  8 14 14 18  5 19  4  9  2 12  9 13 17 15 12 12 14
  6  5 11  9  9  0 17  7 19 13  5  4  3 11 15 11 16  6  9  9 13 10 15 13  8 14  5  1  4 10 16  3  7 12  4  8 13  2 11  9 13 11 17  2  8  8 18 12 20  7
  8  8  5  8 17 17  0 10 12  8 12  2  8 10  6  3 16  7 18 12 17  2 10 14  9 12 13  1 16  5 14  2  1 13 12 11 14 13 11 11  9  7  7 14  4  7  9  6  2 14
  4 11  3  7 13  7 10  0  6  7 14  7  2 10  9 16  2  7 10  8 15  7 17  8 14 10  5 10 10  7 16  1 17 10  8 11 19 12  8  6 14  1 10 13  9 15 15 13  6  3
  7 16 10 12 10 19 12  6  0 16 10 14 10 19 17 15 17  5  9 12 10 10  2 13 15  6 14 12 14 15 10  9  5 11 11 13  5  3 13 12 15 10  5  4 13 11 16 20  5 18
  9 11  0 12  9 13  8  7 16  0 14  5 13  9  7 18 18 10  5 10 11  9 10  2  4 19  5  2 15  3 10 11 14  5  8 18 11 11 12  6 15 14  7  8 12  2 10 12 17  9
  7 14  6 16 19  5 12 14 10 14  0  4 18 11  8  9 12  8 10 13 13 13 13 18 14 15 12  9  3  5 17 12  8  7 10  9  8 12 18  8  8 17 13  6 11  4 13 16 10  5
  1  5 19  2 13  4  2  7 14  5  4  0 15 16  9 13 13  6  5 10  8 15  5 14  8  7  3  1  6 10  2 19  8 13 14 14 11 12  3 15 11  6  5  7 14  7  9 12 10  9
  0 16 13 13  8  3  8  2 10 13 18 15  0  9 11 19  8 14  4  7 14  8  6 14  6 12 14 14  8 12 11  8 10  5 11 16 10 13  1 15 10  1 11  5 14  4  4  6  6  4
  9  9 16 14  5 11 10 10 19  9 11 16  9  0 15 15 14 11  0  6  4  2 11  3  2  2  6 16 11 12 10 10  3 15 11  7  7  6 10 13  7 18  0 10 10 14  8 10 18  7
  4  8 11  9 13 15  6  9 17  7  8  9 11 15  0 13 15 12 16 10 10 14 14  3 16  8 10 10  6 11 16 13 14  3 17  9 14 16  0  7  6 17  4  8 10  9 16 14  2 16
 13  0 11 11  2 11  3 16 15 18  9 13 19 15 13  0  8 15 12  8  2 10  3  6  2 16 12  2  8  6  8  9  6 15  3 10 16 13 15  8  1  3 18  9  8 12 17 14 15 15
  4  4  7  5 17 16 16  2 17 18 12 13  8 14 15  8  0  4 14 16 14 12 14  9 15  8  2  8 13 11 13 12 13 16 14 13 13  9  0  9 18  8  4 11 10  9  0  9 12 13
 10  7 13 17 15  6  7  7  5 10  8  6 14 11 12 15  4  0 11  2 13 13  7  7 11  5 12 14 11 16  9 11 15 10 12 14  0 12  9 11  9  7  9 18 13 15  8 10 12 10
 19  0  8  7  9  9 18 10  9  5 10  5  4  0 16 12 14 11  0  7 17 12  9  7  2  9 17 13 14 15  9 11 12 17 10  9  9 14  7 10 10  4  7  6  9  6 13  9 18 12
  8 10  8  6 18  9 12  8 12 10 13 10  7  6 10  8 16  2  7  0  9 15 13  5  3  8 14 11 12  8  9  3  8  7 12  8 15  9  3 13  2 13  6 13 14 16  5 15 17  3
  2 18 10 10 10 13 17 15 10 11 13  8 14  4 10  2 14 13 17  9  0  9 10  7  1 12 11 11 16  9 10 14 11 11 11  8  7 17 10  3 10 12  9  5  4 10  4 11 17 10
 13  5  7  5  3 10  2  7 10  9 13 15  8  2 14 10 12 13 12 15  9  0 13 17  8 10  2 10 10 13 15 14 19  1  9  9  7 10 11  8  2  6 18  3  5 10  6 13 11  9
  9 10  4  5 16 15 10 17  2 10 13  5  6 11 14  3 14  7  9 13 10 13  0 10 11  7  8  8  4 12 10 11 16 17  7 12  9  8 11 10  9 11 11  9 17  4 17 15  8 12
  8  4  0 14 11 13 14  8 13  2 18 14 14  3  3  6  9  7  7  5  7 17 10  0 17  5  9  7 11  7 14 15 13 10 12 11 11  5  2 13  6 11 15 17 10  4 10 11 13  2
  9 11  3 16  7  8  9 14 15  4 14  8  6  2 16  2 15 11  2  3  1  8 11 17  0 11  9 14  8 14 14  3 11  7  5 12 10 10 15 11  5 10 13 19 15 12 10  8 18 11
  7  6 18 11 11 14 12 10  6 19 15  7 12  2  8 16  8  5  9  8 12 10  7  5 11  0 12  7  9 12 10 15  6 12  3 17  1  1  7  5  9 10  3  8  1 15  7  4  8 14
 13 16 15  7 14  5 13  5 14  5 12  3 14  6 10 12  2 12 17 14 11  2  8  9  9 12  0 10 18  5 17 13  8  8  4 12  8  9 12 15 14  3  2  4 10  8 10  7  8 13
  7 14 17 13  5  1  1 10 12  2  9  1 14 16 10  2  8 14 13 11 11 10  8  7 14  7 10  0 16 11 12  6 15  9 15  9 18  7 10  1 16 13  8 11 13 15 16  5 12 11
 11  5 10 12 11  4 16 10 14 15  3  6  8 11  6  8 13 11 14 12 16 10  4 11  8  9 18 16  0  2 15 12 11 12 14 14  3 11  9 19 12  5  5  6  1 13  8 16 12  7
  6 12  9  9  9 10  5  7 15  3  5 10 12 12 11  6 11 16 15  8  9 13 12  7 14 12  5 11  2  0 17 10 10 11  8  2 10  4 11 15  3 16  1  9  7 15  3 18  2 12
 10  9 17  8 12 16 14 16 10 10 17  2 11 10 16  8 13  9  9  9 10 15 10 14 14 10 17 12 15 17  0  7 18  2  2 11 13  4  5 13  6  5 12  4 14  3 12 10 11 14
  8  7 12  7  9  3  2  1  9 11 12 19  8 10 13  9 12 11 11  3 14 14 11 15  3 15 13  6 12 10  7  0  5 13  0 16 20 10 10 16 18 10  2  5 10  2 11  5 14 11
  4 15 11 15  8  7  1 17  5 14  8  8 10  3 14  6 13 15 12  8 11 19 16 13 11  6  8 15 11 10 18  5  0 15 17 11  4  6 10 14 11 11  3  9  8 13  8  9 14 16
  6  5 12  7  8 12 13 10 11  5  7 13  5 15  3 15 16 10 17  7 11  1 17 10  7 12  8  9 12 11  2 13 15  0 10 10  6  2 19 12  7  8 13 11  4 11 12  9  6 20
  8  3  8  9 14  4 12  8 11  8 10 14 11 11 17  3 14 12 10 12 11  9  7 12  5  3  4 15 14  8  2  0 17 10  0 12 18 18 10 17  7 10 15 13 12 13  9  3 11  6
 10  8  2  9 14  8 11 11 13 18  9 14 16  7  9 10 13 14  9  8  8  9 12 11 12 17 12  9 14  2 11 16 11 10 12  0  6  7  7  0 12  5  8  8  7 15  7 17 11 18
  1 12 12 19 18 13 14 19  5 11  8 11 10  7 14 16 13  0  9 15  7  7  9 11 10  1  8 18  3 10 13 20  4  6 18  6  0 19 11 15  6 11  9 12  8 16 15  2 11 14
  8 19  8  3  5  2 13 12  3 11 12 12 13  6 16 13  9 12 14  9 17 10  8  5 10  1  9  7 11  4  4 10  6  2 18  7 19  0  3  9 14  8 11 11  6  5  8  1  6  7
 16  4 10  6 19 11 11  8 13 12 18  3  1 10  0 15  0  9  7  3 10 11 11  2 15  7 12 10  9 11  5 10 10 19 10  7 11  3  0 10  6 14 16  1 19 13  8 13 15  4
 14  1  0 10  4  9 11  6 12  6  8 15 15 13  7  8  9 11 10 13  3  8 10 13 11  5 15  1 19 15 13 16 14 12 17  0 15  9 10  0 14 17 12  9 11 18  8 12 19 10
  4  5 11  9  9 13  9 14 15 15  8 11 10  7  6  1 18  9 10  2 10  2  9  6  5  9 14 16 12  3  6 18 11  7  7 12  6 14  6 14  0  6  7 11 13 15 11 13  9  9
  9  9 19 16  2 11  7  1 10 14 17  6  1 18 17  3  8  7  4 13 12  6 11 11 10 10  3 13  5 16  5 10 11  8 10  5 11  8 14 17  6  0  8 11 14  6 14 12  2 12
  4 11 18 17 12 17  7 10  5  7 13  5 11  0  4 18  4  9  7  6  9 18 11 15 13  3  2  8  5  1 12  2  3 13 15  8  9 11 16 12  7  8  0 15 15 10  8 18 11 13
  9  3 14  2  9  2 14 13  4  8  6  7  5 10  8  9 11 18  6 13  5  3  9 17 19  8  4 11  6  9  4  5  9 11 13  8 12 11  1  9 11 11 15  0 13  5 12 14 12 13
 12  8 10 10 13  8  4  9 13 12 11 14 14 10 10  8 10 13  9 14  4  5 17 10 15  1 10 13  1  7 14 10  8  4 12  7  8  6 19 11 13 14 15 13  0 13 14 18 14  1
  7 10 11  7 17  8  7 15 11  2  4  7  4 14  9 12  9 15  6 16 10 10  4  4 12 15  8 15 13 15  3  2 13 11 13 15 16  5 13 18 15  6 10  5 13  0  5  1  7 13
 14  8  8  8 15 18  9 15 16 10 13  9  4  8 16 17  0  8 13  5  4  6 17 10 10  7 10 16  8  3 12 11  8 12  9  7 15  8  8  8 11 14  8 12 14  5  0 19  7  2
