50

 0 17 12 18 13 12 14 16 17 14 19 10  6 13 14 11 11  9  9  9 17 19  5 14 10  8  4 12 10 12 11  4  9  5  3  8 10 13  7  5  4  8 10  5 17 15 17  9 11  7
 17  0  8  0 20  2  1 19 10  8  5 10 12  7  5 11 13 16  7 14 12 11  7  9  9  4  9 20  6  3  7 10 17  2 10 12  8  4 15 15 16 13  8  6 16 10 18 15 13  6
 12  8  0  8 19  6 13 16 15 13  8 11  4 11  5 13 11 15 14  5 16  5 15 14 19  6 14  2 14  5  2 13 17 10  9  7  7  3 14  6  7  5  6  3  7  8  1  9  7 12
 18  0  8  0 14 10  7 14  9 15 12 12  3 12 12 12 13 13 12  4  7  6  7 15  4  6 11  9  5  5  8  6 17 13 14 16 15  3  3 10 11  3  7 10 16  5 19 15 10 10
 13 20 19 14  0  7  6 16  8  7  5  8 14 10 11  9 12  7 17 12  5  3 11  6  8  7  6 10 12 13 10 20 10  6 20  8 10  3  4 12  9 13  8 11 12  8  7 19  5 18
 12  2  6 10  7  0  5  8 11  1 16 13 12  5  3  2 15 12  5 11  6 14  7 13 13  9  0 10 10 12  6  3  7  9 17 13  9 10  9 11 10  3 14  7 15 14 19 18  5 10
 14  1 13  7  6  5  0 13 18  3 10  3 10  3 15 13 16  8  6  9 16 14  5 14 10 15  9  8 20 10 11 14  5 17  9 18 16  5  7  7  4 10  4 13  9 13 11  5  7  7
 16 19 16 14 16  8 13  0  9  6  9 11 11  6 16  8  4 10 15 11 12  7  5 10 17 13  3  9 12  3 12  1 12 15 12 13 13 19  5  8 11 15 12 12  1 13  2  5 11 16
 17 10 15  9  8 11 18  9  0 11 12 13 11  9  5  7 12  9 17 16 16 11 17  1 14 11  9 17 13  7 20 13 13  9  7  3 11  6  8 14  3  3 10  7 14  7  8 17 12 16
 14  8 13 15  7  1  3  6 11  0  6 17 12 15 17  8  9  3  5 13  1  9 13  8 12  7 10 19  7 17  2 12  9  3 11  2  6 15 17 16 11 15  4  8 12 11  7 11  9  7
 19  5  8 12  5 16 10  9 12  6  0  7  7 14 10 12  5 16 14  8 10 13 10 12  7 18  5 13 10  3  9  5 13  6 10 11 14 16  9 20 18 18 16 18  9 12 10 11  6 10
 10 10 11 12  8 13  3 11 13 17  7  0 10 10 12  9 12 10  5 10  7  7  7 15 16 19  7  7 12 14  9 16 11 17 11 19 18 14 13 17 10  2  6  8 13  9  9  8 16 10
  6 12  4  3 14 12 10 11 11 12  7 10  0  6 17 12  4 10  9 14  8 10 12 10 12 13 15 10  0  7 14 14  2 16  5  9  7  8  2 10  7 13  2 15 11 16 10 13 14 11
