instance-0,198091.00
instance-1,200258.00
instance-10,193782.00
instance-11,198077.00
instance-12,194672.00
instance-13,192006.00
instance-14,198622.00
instance-15,196971.00
instance-16,188819.00
instance-17,193034.00
instance-18,196667.00
instance-19,197767.00
instance-2,197024.00
instance-20,195186.00
instance-21,193141.00
instance-22,191719.00
instance-23,200991.00
instance-24,196224.00
instance-25,191880.00
instance-26,193538.00
instance-27,195570.00
instance-28,195262.00
instance-29,199406.00
instance-3,200762.00
instance-30,186015.00
instance-31,186731.00
instance-32,205277.00
instance-33,199902.00
instance-34,195529.00
instance-35,197348.00
instance-36,193055.00
instance-37,199389.00
instance-38,204504.00
instance-39,198214.00
instance-4,195756.00
instance-40,202679.00
instance-41,191027.00
instance-42,201045.00
instance-43,190584.00
instance-44,194236.00
instance-45,198788.00
instance-46,206297.00
instance-47,199956.00
instance-48,192760.00
instance-49,199402.00
instance-5,205262.00
instance-6,197261.00
instance-7,205514.00
instance-8,202451.00
instance-9,195532.00
